0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,74
0,75
0,79
0,81
0,90
0,105
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,128
0,132
0,134
0,152
0,153
0,154
0,156
0,157
0,158
0,161
0,163
0,164
0,165
0,167
0,168
0,169
0,170
0,201
0,202
0,203
0,204
0,205
0,219
0,226
0,229
0,232
0,238
0,239
0,240
0,242
0,243
0,255
0,260
0,262
0,263
0,266
0,268
0,303
0,304
0,306
0,307
0,308
0,317
0,319
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,12
1,13
1,16
1,17
1,19
1,33
1,46
1,47
1,48
1,49
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,60
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,76
1,82
1,87
1,109
1,110
1,111
1,112
1,114
1,115
1,116
1,117
1,143
1,144
1,145
1,148
1,149
1,150
1,152
1,155
1,173
1,184
1,201
1,205
1,226
1,235
1,236
1,245
1,251
1,252
1,293
1,300
1,301
1,305
1,323
2,0
2,1
2,3
2,4
2,5
2,6
2,7
2,8
2,12
2,13
2,15
2,16
2,17
2,19
2,20
2,22
2,33
2,46
2,47
2,48
2,51
2,52
2,53
2,54
2,55
2,56
2,57
2,58
2,60
2,61
2,63
2,65
2,66
2,67
2,68
2,69
2,70
2,72
2,75
2,76
2,79
2,108
2,109
2,110
2,111
2,112
2,114
2,115
2,116
2,117
2,119
2,121
2,144
2,154
2,166
2,201
2,229
2,240
2,290
2,309
3,0
3,1
3,2
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,14
3,15
3,16
3,18
3,20
3,21
3,22
3,23
3,27
3,28
3,30
3,33
3,34
3,38
3,42
3,46
3,47
3,48
3,49
3,50
3,51
3,52
3,53
3,54
3,55
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,63
3,64
3,65
3,67
3,68
3,70
3,71
3,72
3,73
3,75
3,79
3,89
3,91
3,94
3,109
3,110
3,111
3,112
3,113
3,114
3,115
3,116
3,117
3,118
3,120
3,121
3,123
3,132
3,153
3,154
3,156
3,157
3,161
3,179
3,180
3,201
3,203
3,229
3,240
3,241
3,263
3,303
3,304
3,306
3,312
3,315
3,316
3,319
3,324
3,329
4,0
4,1
4,2
4,3
4,5
4,6
4,8
4,9
4,10
4,14
4,15
4,17
4,18
4,21
4,23
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,34
4,36
4,37
4,39
4,46
4,47
4,48
4,49
4,50
4,51
4,52
4,54
4,55
4,56
4,57
4,58
4,59
4,60
4,62
4,63
4,64
4,65
4,68
4,71
4,72
4,74
4,75
4,79
4,109
4,110
4,111
4,112
4,113
4,114
4,115
4,116
4,117
4,118
4,119
4,120
4,121
4,122
4,123
4,125
4,132
4,134
4,137
4,139
4,153
4,163
4,164
4,165
4,167
4,169
4,182
4,186
4,201
4,203
4,204
4,219
4,231
4,238
4,239
4,260
4,263
4,265
4,267
4,269
4,270
4,276
4,277
4,291
5,0
5,1
5,2
5,3
5,4
5,7
5,9
5,10
5,11
5,14
5,18
5,21
5,23
5,25
5,26
5,28
5,29
5,31
5,32
5,46
5,47
5,48
5,49
5,51
5,52
5,54
5,55
5,56
5,57
5,58
5,59
5,60
5,63
5,64
5,65
5,68
5,71
5,74
5,109
5,110
5,111
5,112
5,113
5,114
5,115
5,116
5,117
5,118
5,119
5,120
5,121
5,122
5,126
5,128
5,164
5,165
5,186
5,188
5,219
5,239
5,243
5,269
6,0
6,1
6,2
6,3
6,4
6,7
6,8
6,12
6,13
6,16
6,17
6,19
6,46
6,47
6,48
6,49
6,51
6,52
6,53
6,54
6,55
6,57
6,58
6,60
6,62
6,63
6,66
6,67
6,68
6,96
6,109
6,110
6,111
6,112
6,115
6,116
6,143
6,144
6,152
6,155
6,183
6,184
6,185
6,197
6,198
6,205
6,206
6,207
6,225
6,226
6,246
6,247
6,278
6,299
6,313
6,314
6,320
7,0
7,1
7,2
7,3
7,5
7,6
7,8
7,12
7,13
7,15
7,16
7,17
7,19
7,20
7,22
7,33
7,40
7,46
7,47
7,48
7,52
7,54
7,55
7,56
7,57
7,58
7,63
7,64
7,66
7,67
7,70
7,72
7,82
7,90
7,96
7,108
7,109
7,110
7,111
7,115
7,144
7,152
7,157
7,160
7,185
7,191
7,197
7,201
7,205
7,223
7,224
7,226
7,227
7,229
7,256
7,257
7,258
7,272
7,297
8,0
8,1
8,2
8,3
8,4
8,6
8,7
8,12
8,13
8,16
8,17
8,19
8,33
8,46
8,47
8,48
8,49
8,52
8,53
8,54
8,55
8,57
8,58
8,63
8,66
8,67
8,68
8,69
8,82
8,109
8,110
8,112
8,115
8,117
8,144
8,201
9,0
9,3
9,4
9,5
9,10
9,11
9,14
9,18
9,28
9,46
9,47
9,48
9,49
9,50
9,51
9,52
9,54
9,55
9,56
9,57
9,58
9,59
9,60
9,62
9,64
9,65
9,68
9,83
9,109
9,110
9,111
9,112
9,113
9,114
9,115
9,116
9,117
9,118
9,120
9,121
9,130
9,133
10,0
10,3
10,4
10,5
10,9
10,11
10,14
10,18
10,21
10,23
10,25
10,26
10,28
10,29
10,32
10,39
10,46
10,48
10,49
10,50
10,51
10,52
10,56
10,59
10,71
10,74
10,109
10,111
10,112
10,113
10,114
10,115
10,116
10,117
10,118
10,122
10,124
10,125
10,126
10,127
10,128
10,129
10,133
10,164
10,186
10,188
10,196
10,219
10,238
10,322
11,0
11,3
11,5
11,9
11,10
11,46
11,48
11,49
11,51
11,56
11,58
11,109
11,111
11,112
11,114
11,117
11,118
11,127
11,151
11,196
11,296
12,0
12,1
12,2
12,3
12,6
12,7
12,8
12,13
12,16
12,17
12,19
12,33
12,46
12,47
12,49
12,52
12,54
12,55
12,57
12,67
12,76
12,105
12,110
12,111
12,119
12,144
13,0
13,1
13,2
13,6
13,7
13,8
13,12
13,16
13,17
13,19
13,46
13,47
13,52
13,54
13,55
13,57
13,66
13,67
13,96
13,109
13,110
13,115
13,144
13,152
13,155
13,183
13,184
13,197
13,198
13,199
13,205
13,225
13,226
13,251
13,252
13,253
13,254
13,278
13,313
13,320
13,321
14,0
14,3
14,4
14,5
14,9
14,10
14,18
14,46
14,48
14,49
14,50
14,51
14,52
14,56
14,57
14,59
14,71
14,109
14,111
14,112
14,113
14,114
14,115
14,116
14,117
14,118
14,164
