method,seed_num,time_ms
random,8,0.17786026000976562
degreeTopM,8,0.30541419982910156
pageRank,8,12.669563293457031
alpha_sort,8,0.3383159637451172
ris_path_aware,8,2542.158603668213
1hop_sort,8,32.86170959472656
random,20,0.26726722717285156
degreeTopM,20,0.3936290740966797
pageRank,20,16.788005828857422
alpha_sort,20,0.5128383636474609
ris_path_aware,20,5811.560869216919
1hop_sort,20,0.5519390106201172
random,32,0.3020763397216797
degreeTopM,32,0.4010200500488281
pageRank,32,17.784833908081055
alpha_sort,32,0.6532669067382812
ris_path_aware,32,9240.979194641113
1hop_sort,32,0.45990943908691406
random,44,0.31304359436035156
degreeTopM,44,0.40531158447265625
pageRank,44,19.550561904907227
alpha_sort,44,0.5199909210205078
ris_path_aware,44,12388.089179992676
1hop_sort,44,0.4425048828125
random,56,0.3294944763183594
degreeTopM,56,0.48732757568359375
pageRank,56,17.172813415527344
alpha_sort,56,0.5173683166503906
ris_path_aware,56,17107.16986656189
1hop_sort,56,0.4863739013671875
random,68,0.3445148468017578
degreeTopM,68,0.423431396484375
pageRank,68,16.983985900878906
alpha_sort,68,0.5538463592529297
ris_path_aware,68,21589.529514312744
1hop_sort,68,0.42438507080078125
random,80,0.37550926208496094
degreeTopM,80,0.46634674072265625
pageRank,80,18.03278923034668
alpha_sort,80,0.5724430084228516
ris_path_aware,80,24935.409545898438
1hop_sort,80,0.3604888916015625
random,92,0.5159378051757812
degreeTopM,92,0.5846023559570312
pageRank,92,13.633012771606445
alpha_sort,92,0.37026405334472656
ris_path_aware,92,30124.356031417847
1hop_sort,92,0.44608116149902344
random,104,0.38743019104003906
degreeTopM,104,0.45800209045410156
pageRank,104,18.006324768066406
alpha_sort,104,0.5621910095214844
ris_path_aware,104,36330.56139945984
1hop_sort,104,0.37479400634765625
random,116,0.4191398620605469
degreeTopM,116,0.469207763671875
pageRank,116,17.80533790588379
alpha_sort,116,0.6177425384521484
ris_path_aware,116,43105.584144592285
1hop_sort,116,0.4482269287109375
random,128,0.43773651123046875
degreeTopM,128,0.48923492431640625
pageRank,128,17.420530319213867
alpha_sort,128,0.5676746368408203
ris_path_aware,128,48039.31188583374
1hop_sort,128,0.4363059997558594
random,140,0.4336833953857422
degreeTopM,140,0.6692409515380859
pageRank,140,18.24784278869629
alpha_sort,140,0.5552768707275391
ris_path_aware,140,51476.84454917908
1hop_sort,140,0.5486011505126953
random,152,0.6439685821533203
degreeTopM,152,0.8940696716308594
pageRank,152,15.475988388061523
alpha_sort,152,0.48089027404785156
ris_path_aware,152,61504.68945503235
1hop_sort,152,0.5145072937011719
random,164,0.6473064422607422
degreeTopM,164,0.6568431854248047
pageRank,164,62.01505661010742
alpha_sort,164,0.8180141448974609
ris_path_aware,164,68170.80116271973
1hop_sort,164,26.816606521606445
random,176,0.5998611450195312
degreeTopM,176,0.6756782531738281
pageRank,176,20.889997482299805
alpha_sort,176,0.7054805755615234
ris_path_aware,176,77224.64680671692
1hop_sort,176,0.5733966827392578
random,188,0.8387565612792969
degreeTopM,188,1.055002212524414
pageRank,188,20.186662673950195
alpha_sort,188,1.1060237884521484
ris_path_aware,188,81591.51101112366
1hop_sort,188,0.6756782531738281
random,200,0.5307197570800781
degreeTopM,200,0.7894039154052734
pageRank,200,18.782615661621094
alpha_sort,200,0.5939006805419922
ris_path_aware,200,93070.69778442383
1hop_sort,200,0.49877166748046875
